,gemnr,volgnr,gemnaam,provnr,bjaar,ejaar,adam_code,adam_naam,adam_begin,adam_eind,cbs66,cbs,nidi,wag_code,regio,egg,corop,euclidmidx,euclidmidy,opmerking,cbs66HED,gemnaam_unique,gemnaam_Genlias,adam_sd,adam_sm,adam_sy,adam_ed,adam_em,adam_ey,studsec_1909,train_1909,popul_1909,minecorop,protestant_dummy,Christelijk.Ge_1909,Doopsgezinden_1909,Evangelisch.Lu_1909,Hersteld.Evang,Kerkelijke.gez,NederlandsHer,Nederlands.Isr,Oud.Katholieke,Overige.kerkel,Remonstranten,RoomsKatholie,Waals.Hervormd,Portugees.Isra,Gereformeerde,Geen.kerkelijk,Prot_both,Prot_all,nons,sumrel,sumall,norel,hhi,comp,inchurch,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,hhi_2
712,2106,1,Bernheze,10,-1,-1,10149,Bernheze,28.01.1995,heden,1721,NA,NA,NA, ,NA,NA,NA,NA, ,1721,Bernheze,Bernheze,28,1,1995,NA,NA,2007,NA,NA,NA,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,2155,1,St.Anthonis,10,-1,-1,11415,St.Anthonis,01.01.1994,04.07.1995,1691,NA,NA,NA, ,NA,NA,NA,NA, ,1691,St.Anthonis,St.Anthonis,1,1,1994,4,7,1995,NA,NA,NA,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,2308,1,Sint Anthonis en Ledeacker,10,-3,-3,11415,Sint Anthonis en Ledeacker,oudsher,1-1-1821,NA,NA,NA,NA, ,NA,NA,NA,NA,"Geb. akten bij Oploo, Sint Anthonis en Ledeacker [Oploo niet apart onderscheiden door de HSN]",827,Sint Anthonis en Ledeacker,Sint Anthonis en Ledeacker,NA,NA,0,1,1,1820,NA,NA,1769,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,2315,1,Vlijmen en Engelen,10,-3,-3,11293,Vlijmen en Engelen,oudsher,31-12-1820,0,0,0,10119,Heusden-Waalwijk,0,0,0,0,Geb akten bij afzonderlijke gemeenten,864,Vlijmen en Engelen,Vlijmen en Engelen,NA,NA,0,31,12,1820,NA,1,3641,Noordoost-Noord-Brabant,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,705,1,Hardenberg Ambt,4,1819,1941,10174,Ambt Hardenberg,1-7-1818,01.05.1941,1011,NA,4028,4020,Salland,21,NA,23841,50935, ,1011,Hardenberg Ambt,Hardenberg Ambt,1,7,1818,1,5,1941,0,1,9778,Noord-Overijssel,yes,188,11,6,0,0,5198,2,0,2,2,1282,0,5,3007,75,8205,8412,75,9703,9778,0.767028022,0.400860414,0.599139586,0.99232972,0.019375451,0.00113367,0.000618365,0,0,0.535710605,0.000206122,0,0.000206122,0.000206122,0.132124085,0,0.000515305,0.309904153,0.007729568,0.400861
717,706,1,Ommen Ambt,4,1819,1923,11069,Ambt Ommen,1-7-1818,01.05.1923,1012,NA,4044,4022,Salland,21,NA,22825,50457, ,1012,Ommen Ambt,Ommen Ambt,1,7,1818,1,5,1923,0,1,4429,Noord-Overijssel,yes,16,10,9,0,0,2978,0,0,2,1,438,0,0,948,27,3926,3962,27,4402,4429,0.609618424,0.51396829,0.48603171,0.993903816,0.003634711,0.002271695,0.002044525,0,0,0.676510677,0,0,0.000454339,0.000227169,0.099500227,0,0,0.215356656,0.006133576,0.513968
718,707,1,Vollenhove Ambt,4,1819,1942,11088,Ambt Vollenhove,1-7-1818,01.02.1942,1013,NA,4009,4016,Kop Overijssel,19,NA,19608,52263, ,1013,Vollenhove Ambt,Vollenhove Ambt,1,7,1818,1,2,1942,0,0,2458,Noord-Overijssel,yes,19,9,1,0,0,1453,0,0,0,0,23,0,0,938,15,2391,2420,15,2443,2458,0.610252238,0.501323755,0.498676245,0.993897478,0.007777323,0.003683995,0.000409333,0,0,0.59476054,0,0,0,0,0.009414654,0,0,0.383954155,0.006139992,0.501324
719,708,1,Avereest,4,1819,1942,11190,Avereest,1-7-1818,01.01.2001,143,143,4004,4019,Salland,21,10,22210,51543, ,143,Avereest,Avereest,1,7,1818,1,1,2000,41,0,7907,Noord-Overijssel,yes,68,27,9,9,0,5193,76,0,41,13,803,0,9,1442,217,6635,6761,217,7690,7907,2.744403693,0.502308455,0.497691545,0.972555963,0.008842653,0.003511053,0.001170351,0.001170351,0,0.675292588,0.009882965,0,0.005331599,0.001690507,0.104421326,0,0.001170351,0.187516255,0.028218466,0.50231
720,710,1,Blankenham,4,1832,1942,10320,Blankenham,1-7-1818,01.01.1973,145,145,4060,4011,Kop Overijssel,19,10,18943,53178,OOK BEKEND ALS BLANKENHAM-KUINRE,145,Blankenham,Blankenham,1,7,1818,1,1,1972,0,0,561,Noord-Overijssel,yes,0,1,0,0,0,524,0,0,3,0,32,0,0,0,1,524,525,1,560,561,0.178253119,0.878858418,0.121141582,0.998217469,0,0.001785714,0,0,0,0.935714286,0,0,0.005357143,0,0.057142857,0,0,0,0.001785714,0.878858
721,712,1,Blokzijl,4,1812,1942,10689,Blokzijl,oudsher,01.01.1973,146,146,0,4007,Kop Overijssel,19,10,19292,52617, ,146,Blokzijl,Blokzijl,NA,NA,0,1,1,1972,0,0,1436,Noord-Overijssel,yes,9,170,2,0,0,996,2,0,23,0,0,0,22,118,94,1114,1295,94,1342,1436,6.545961003,0.574946529,0.425053471,0.93454039,0.006706408,0.126676602,0.001490313,0,0,0.742175857,0.001490313,0,0.017138599,0,0,0,0.016393443,0.087928465,0.070044709,0.575215
722,714,1,Brederwiede,4,-1,-1,11088,Brederwiede,01.01.1973,01.01.2001,194,194,0,4016,Kop Overijssel,19,10,19608,52263, ,194,Brederwiede,Brederwiede,1,1,1973,1,1,2000,NA,NA,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,715,1,Dalfsen,4,1812,1942,11007,Dalfsen,oudsher,heden,148,148,4014,4023,Salland,20,10,21437,50200, ,148,Dalfsen,Dalfsen,NA,NA,0,NA,NA,2007,0,1,5756,Noord-Overijssel,yes,0,8,4,4,0,3296,17,0,2,2,1762,0,0,633,28,3929,3947,28,5728,5756,0.486448923,0.437956385,0.562043615,0.995135511,0,0.001396648,0.000698324,0.000698324,0,0.575418994,0.002967877,0,0.000349162,0.000349162,0.307611732,0,0,0.110509777,0.004888268,0.437956
724,723,1,Genemuiden,4,1812,1942,10746,Genemuiden,oudsher,01.01.2001,154,154,4023,4028,Kop Overijssel,20,10,19777,51368, ,154,Genemuiden,Genemuiden,NA,NA,0,1,1,2000,0,0,2992,Noord-Overijssel,yes,3,8,2,2,0,2473,4,0,73,1,0,0,0,422,4,2895,2911,4,2988,2992,0.13368984,0.705548656,0.294451344,0.998663102,0.001004016,0.002677376,0.000669344,0.000669344,0,0.827643909,0.001338688,0,0.024431058,0.000334672,0,0,0,0.141231593,0.001338688,0.705549
725,724,1,Giethoorn,4,1812,1942,10708,Giethoorn,oudsher,01.01.1973,155,155,4008,4013,Kop Overijssel,19,10,19951,52796, ,155,Giethoorn,Giethoorn,NA,NA,0,1,1,1972,0,0,2113,Noord-Overijssel,yes,1,808,0,0,0,782,0,0,11,1,12,0,0,0,498,782,1592,498,1615,2113,23.56838618,0.484871896,0.515128104,0.764316138,0.000619195,0.500309598,0,0,0,0.484210526,0,0,0.006811146,0.000619195,0.007430341,0,0,0,0.308359133,0.484872
726,726,1,Grafhorst,4,1812,1937,10224,Grafhorst,oudsher,01.01.1937,1065,NA,4064,4056,Kop Overijssel,20,NA,19272,51053, ,1065,Grafhorst,Grafhorst,NA,NA,0,1,1,1936,0,0,636,Noord-Overijssel,yes,5,0,0,0,0,465,0,0,112,0,10,0,0,34,10,499,504,10,626,636,1.572327044,0.587047944,0.412952056,0.98427673,0.00798722,0,0,0,0,0.742811502,0,0,0.178913738,0,0.015974441,0,0,0.054313099,0.015974441,0.587048
727,727,1,Gramsbergen,4,1812,1942,11339,Gramsbergen,oudsher,01.01.2001,157,157,4025,4021,Salland,21,10,24192,51534, ,157,Gramsbergen,Gramsbergen,NA,NA,0,1,1,2000,0,1,3639,Noord-Overijssel,yes,92,2,0,0,0,2436,9,0,10,0,149,0,0,939,2,3375,3469,2,3637,3639,0.054960154,0.517598017,0.482401983,0.999450398,0.025295573,0.000549904,0,0,0,0.669782788,0.002474567,0,0.002749519,0,0.040967831,0,0,0.258179819,0.000549904,0.517598
728,729,1,Hardenberg,4,1812,1819,10174,Hardenberg [1],oudsher,1-7-1818,NA,NA,4030,NA,Salland,NA,NA,24207,50866, ,160,Hardenberg [1],Hardenberg[1],NA,NA,0,1,7,1818,NA,1,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,729,2,Hardenberg,4,1941,1942,10174,Hardenberg [2],01.05.1941,heden,160,160,4030,4006,Salland,21,10,24207,50866, ,160,Hardenberg [2],Hardenberg[2],1,5,1941,NA,NA,2007,NA,1,NA,Noord-Overijssel,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,731,1,Hasselt,4,1812,1942,10115,Hasselt,oudsher,01.01.2001,161,161,4031,4009,Kop Overijssel,20,10,20274,51158, ,161,Hasselt,Hasselt,NA,NA,0,1,1,2000,32,0,2387,Noord-Overijssel,yes,50,4,1,0,0,1725,38,0,0,1,91,1,0,444,32,2169,2225,32,2355,2387,1.340594889,0.574286088,0.425713912,0.986594051,0.021231423,0.001698514,0.000424628,0,0,0.732484076,0.016135881,0,0,0.000424628,0.038641189,0.000424628,0,0.188535032,0.01358811,0.574286
731,736,1,IJsselham,4,-1,-1,10858,IJsselham,01.01.1973,01.01.2001,195,195,0,4010,Kop Overijssel,19,10,19325,53473, ,195,IJsselham,IJsselham,1,1,1973,1,1,2000,NA,NA,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,737,1,IJsselmuiden,4,1812,1942,10641,IJsselmuiden,oudsher,01.01.2001,191,191,4068,4027,Kop Overijssel,20,10,19452,50848, ,191,IJsselmuiden,IJsselmuiden,NA,NA,0,1,1,2000,0,0,2434,Noord-Overijssel,yes,23,3,1,1,0,1509,0,0,89,0,526,0,0,256,26,1765,1793,26,2408,2434,1.068200493,0.453181049,0.546818951,0.989317995,0.009551495,0.001245847,0.000415282,0.000415282,0,0.62666113,0,0,0.036960133,0,0.218438538,0,0,0.106312292,0.010797342,0.453181
733,738,1,Kampen,4,1812,1942,10253,Kampen,oudsher,heden,166,166,4037,4029,Kop Overijssel,20,10,19052,50923, ,166,Kampen,Kampen,NA,NA,0,NA,NA,2007,205,1,19745,Noord-Overijssel,yes,299,229,247,6,0,10774,177,1,551,59,2425,7,0,4383,587,15157,15997,587,19158,19745,2.972904533,0.386105054,0.613894946,0.970270955,0.015607057,0.011953231,0.012892786,0.000313185,0,0.562376031,0.00923896,5.22E-05,0.028760831,0.003079653,0.126578975,0.000365383,0,0.22878171,0.030639942,0.386105
734,739,1,Kamperveen,4,1812,1937,10443,Kamperveen,oudsher,01.01.1937,1092,NA,4065,4057,Kop Overijssel,20,NA,19210,50167, ,1092,Kamperveen,Kamperveen,NA,NA,0,1,1,1936,0,0,614,Noord-Overijssel,yes,1,0,0,0,0,465,0,0,9,0,19,0,0,120,0,585,586,0,614,614,0,0.61291897,0.38708103,1,0.001628664,0,0,0,0,0.75732899,0,0,0.01465798,0,0.030944625,0,0,0.195439739,0,0.612919
735,740,1,Kuinre,4,1812,1942,11148,Kuinre,oudsher,01.01.1973,167,167,4061,4008,Kop Overijssel,19,10,18426,53464, ,167,Kuinre,Kuinre,NA,NA,0,1,1,1972,0,0,747,Noord-Overijssel,yes,6,10,0,0,0,581,0,0,8,0,75,0,0,29,38,610,626,38,709,747,5.087014726,0.684782198,0.315217802,0.949129853,0.008462623,0.014104372,0,0,0,0.819464034,0,0,0.011283498,0,0.105782793,0,0,0.04090268,0.053596615,0.684782
736,744,1,Nieuwleusen,4,1819,1942,10384,Nieuwleusen,1-7-1818,01.01.2001,170,170,4040,4024,Salland,20,10,21301,50944, ,170,Nieuwleusen,Nieuwleusen,1,7,1818,1,1,2000,0,0,2886,Noord-Overijssel,yes,45,0,0,1,0,2514,0,0,2,1,0,0,0,289,34,2803,2850,34,2852,2886,1.178101178,0.787536711,0.212463289,0.988218988,0.015778401,0,0,0.000350631,0,0.881486676,0,0,0.000701262,0.000350631,0,0,0,0.101332398,0.011921459,0.787537
737,746,1,Oldemarkt,4,1812,1942,10858,Oldemarkt,oudsher,01.01.1973,172,172,4062,4010,Kop Overijssel,19,10,19325,53473, ,172,Oldemarkt,Oldemarkt,NA,NA,0,1,1,1972,0,0,2645,Noord-Overijssel,yes,8,14,1,0,0,1968,1,0,90,0,315,0,0,196,52,2164,2187,52,2593,2645,1.965973535,0.597744915,0.402255085,0.980340265,0.003085229,0.005399152,0.000385654,0,0,0.758966448,0.000385654,0,0.034708831,0,0.12148091,0,0,0.075588122,0.020053992,0.597745
738,749,1,Ommen,4,1812,1818,11069,Ommen [1],oudsher,1-7-1818,NA,NA,4046,NA,Salland,NA,NA,22825,50457, ,175,Ommen [1],Ommen[1],NA,NA,0,1,7,1818,34,1,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,749,2,Ommen,4,1923,1942,11069,Ommen [2],01.05.1923,heden,175,175,4046,4022,Salland,21,10,22825,50457, ,175,Ommen [2],Ommen[2],1,5,1923,NA,NA,2007,34,1,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,754,1,Schokland,4,1812,1858,11189,Schokland,oudsher,10-7-1859,1369,NA,4036,4062,Kop Overijssel,25,NA,18138,51672, ,1369,Schokland,Schokland,NA,NA,0,10,7,1859,NA,NA,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,757,1,Hardenberg Stad,4,1819,1941,11169,Stad Hardenberg,1-7-1818,01.05.1941,1191,NA,4029,4006,Salland,21,NA,24207,50866, ,1191,Hardenberg Stad,Hardenberg Stad,1,7,1818,1,5,1941,0,0,1909,Noord-Overijssel,yes,12,2,1,0,0,1002,62,0,4,0,10,0,0,802,14,1804,1819,14,1895,1909,0.733368256,0.459845587,0.540154413,0.992666317,0.006332454,0.001055409,0.000527704,0,0,0.528759894,0.032717678,0,0.002110818,0,0.005277045,0,0,0.423218997,0.007387863,0.459846
742,758,1,Ommen Stad,4,1819,1923,10381,Stad Ommen,1-7-1818,01.05.1923,1192,NA,4045,4059,Salland,21,NA,22393,50764, ,1192,Ommen Stad,Ommen Stad,1,7,1818,1,5,1923,0,0,1790,Noord-Overijssel,yes,26,1,3,0,0,1016,44,0,4,4,101,0,0,576,15,1592,1626,15,1775,1790,0.837988827,0.437020274,0.562979726,0.991620112,0.014647887,0.00056338,0.001690141,0,0,0.572394366,0.024788732,0,0.002253521,0.002253521,0.056901408,0,0,0.324507042,0.008450704,0.43702
743,759,1,Vollenhove Stad,4,1819,1942,11183,Stad Vollenhove,1-7-1818,01.02.1942,1193,NA,4010,4001,Kop Overijssel,19,NA,19328,52140, ,1193,Vollenhove Stad,Vollenhove Stad,1,7,1818,1,2,1942,0,0,1691,Noord-Overijssel,yes,1,6,0,0,0,1274,0,0,0,1,284,0,0,100,25,1374,1382,25,1666,1691,1.478415139,0.617451062,0.382548938,0.985215849,0.00060024,0.003601441,0,0,0,0.764705882,0,0,0,0.00060024,0.170468187,0,0,0.06002401,0.015006002,0.617451
744,760,1,Staphorst,4,1812,1942,11362,Staphorst,oudsher,heden,180,180,4050,4018,Kop Overijssel,20,10,21096,51666, ,180,Staphorst,Staphorst,NA,NA,0,NA,NA,2007,0,1,5976,Noord-Overijssel,yes,15,11,2,0,0,5125,1,0,4,8,8,0,3,762,37,5887,5923,37,5939,5976,0.61914324,0.761141312,0.238858688,0.993808568,0.002525678,0.001852164,0.000336757,0,0,0.862939889,0.000168379,0,0.000673514,0.001347028,0.001347028,0,0.000505136,0.128304428,0.006230005,0.761142
745,761,1,Steenwijk,4,1812,1942,10546,Steenwijk,oudsher,01.01.2003,181,181,4051,4014,Kop Overijssel,19,10,20446,53373, ,181,Steenwijk,Steenwijk,NA,NA,0,1,1,2002,199,1,6127,Noord-Overijssel,yes,141,145,7,1,0,3894,209,0,35,18,299,1,0,899,478,4793,5105,478,5649,6127,7.801534193,0.505998662,0.494001338,0.921984658,0.02496017,0.02566826,0.001239157,0.000177022,0,0.689325544,0.036997699,0,0.006195787,0.003186405,0.052929722,0.000177022,0,0.159143211,0.084616746,0.505999
746,762,1,Steenwijkerwold,4,1812,1942,11347,Steenwijkerwold,oudsher,01.01.1973,182,182,4052,4012,Kop Overijssel,19,10,20145,53402, ,182,Steenwijkerwold,Steenwijkerwold,NA,NA,0,1,1,1972,0,0,5961,Noord-Overijssel,yes,92,125,3,0,0,4021,4,0,35,0,1120,0,0,374,187,4395,4615,187,5774,5961,3.137057541,0.527550794,0.472449206,0.968629425,0.015933495,0.02164877,0.00051957,0,0,0.696397645,0.000692761,0,0.006061656,0,0.193972982,0,0,0.064773121,0.03238656,0.527551
747,765,1,Vollenhove,4,1812,1818,11088,Vollenhove [1],oudsher,1-7-1818,NA,NA,4011,NA,Kop Overijssel,NA,NA,19608,52263, ,185,Vollenhove [1],Vollenhove[1],NA,NA,0,1,7,1818,NA,NA,NA,Noord-Overijssel,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,765,2,Vollenhove,4,1942,1942,11088,Vollenhove [2],01.02.1942,01.01.1973,185,185,4011,4016,Kop Overijssel,19,10,19608,52263, ,185,Vollenhove [2],Vollenhove[2],1,2,1942,1,1,1972,NA,NA,NA,Noord-Overijssel,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,768,1,Wanneperveen,4,1812,1942,10105,Wanneperveen,oudsher,01.01.1973,187,187,4012,4015,Kop Overijssel,19,10,20279,52359, ,187,Wanneperveen,Wanneperveen,NA,NA,0,1,1,1972,0,0,1409,Noord-Overijssel,yes,3,30,0,0,0,1211,0,0,0,3,0,0,0,136,26,1347,1383,26,1383,1409,1.845280341,0.776882703,0.223117297,0.981547197,0.002169197,0.021691974,0,0,0,0.875632683,0,0,0,0.002169197,0,0,0,0.098336949,0.018799711,0.776883
750,772,1,Wilsum (OV),4,1812,1937,10194,Wilsum,oudsher,01.01.1937,1227,NA,4066,4061,Kop Overijssel,20,NA,19384,50454, ,1227,Wilsum (OV),Wilsum (OV),NA,NA,0,1,1,1936,0,0,632,Noord-Overijssel,yes,0,0,0,0,0,506,0,0,9,0,0,0,0,117,0,623,623,0,632,632,0,0.675487702,0.324512298,1,0,0,0,0,0,0.800632911,0,0,0.014240506,0,0,0,0,0.185126582,0,0.675488
751,773,1,Zalk en Veecaten,4,1812,1937,10633,Zalk en Veecaten,oudsher,01.01.1937,1232,NA,4067,4060,Kop Overijssel,20,NA,19602,50297, ,1232,Zalk en Veecaten,Zalk en Veecaten,NA,NA,0,1,1,1936,0,0,980,Noord-Overijssel,yes,1,0,0,0,0,537,0,0,2,0,81,0,0,357,2,894,895,2,978,980,0.204081633,0.441600696,0.558399304,0.997959184,0.001022495,0,0,0,0,0.549079755,0,0,0.00204499,0,0.082822086,0,0,0.365030675,0.00204499,0.441601
752,774,1,Zwartsluis,4,1812,1942,10303,Zwartsluis,oudsher,01.01.2001,192,192,4069,4017,Kop Overijssel,20,10,20245,51630, ,192,Zwartsluis,Zwartsluis,NA,NA,0,1,1,2000,0,0,3622,Noord-Overijssel,yes,108,42,2,1,0,1443,68,0,5,0,3,1,0,1819,130,3262,3415,130,3492,3622,3.58917725,0.443584846,0.556415154,0.964108227,0.030927835,0.012027491,0.000572738,0.000286369,0,0.413230241,0.019473081,0,0.001431844,0,0.000859107,0.000286369,0,0.520904926,0.03722795,0.443585
753,775,1,Zwolle,4,1812,1942,10093,Zwolle,oudsher,heden,193,193,4071,4026,Deventer-Zwolle,20,10,20296,50385, ,193,Zwolle,Zwolle,NA,NA,0,NA,NA,2007,861,1,34055,Noord-Overijssel,yes,321,405,120,385,3,20204,669,0,166,114,7702,36,1,2816,1113,23020,24368,1113,32942,34055,3.268242549,0.438981017,0.561018983,0.967317575,0.009744399,0.012294335,0.003642766,0.011687208,9.11E-05,0.613320381,0.020308421,0,0.00503916,0.003460628,0.233804869,0.00109283,3.04E-05,0.085483577,0.033786655,0.438981
754,776,1,Zwollerkerspel,4,1812,1942,10654,Zwollerkerspel,oudsher,01.08.1967,1245,194,4070,4025,Deventer-Zwolle,20,10,20218,50570, ,1245,Zwollerkerspel,Zwollerkerspel,NA,NA,0,1,8,1967,0,0,6642,Noord-Overijssel,yes,24,10,7,4,0,4552,0,6,9,3,994,0,0,1002,31,5554,5602,31,6611,6642,0.466726889,0.519698986,0.480301014,0.995332731,0.003630313,0.00151263,0.001058841,0.000605052,0,0.688549387,0,0.000907578,0.001361367,0.000453789,0.150355468,0,0,0.151565573,0.004689154,0.519699
755,2156,1,Steenwijkerland,4,-1,-1,10546,Steenwijkerland,01.01.2003,heden,1708,NA,NA,NA, ,NA,NA,NA,NA, ,1708,Steenwijkerland,Steenwijkerland,1,1,2003,NA,NA,2007,NA,1,NA,Noord-Overijssel,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,2169,1,Zwartewaterland,4,-1,-1,10746,Zwartewaterland,01.01.2001,heden,1896,NA,NA,NA, ,NA,NA,NA,NA, ,1896,Zwartewaterland,Zwartewaterland,1,1,2001,NA,NA,2007,NA,NA,NA,Noord-Overijssel,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1506,1,Beerta,1,1811,1942,11043,Beerta,oudsher,01.07.1991,6,6,1006,1020,Midden-Groningen,3,1,27236,57940,"1990 BEERTA -> BEERTA, BELLINGWEDDE",6,Beerta,Beerta,NA,NA,0,1,7,1991,0,0,4098,Oost-Groningen,yes,32,39,8,0,0,3525,0,0,7,0,7,0,33,153,294,3678,3757,294,3804,4098,7.174231332,0.860571666,0.139428334,0.928257687,0.008412198,0.010252366,0.002103049,0,0,0.926656151,0,0,0.001840168,0,0.001840168,0,0.008675079,0.04022082,0.077287066,0.860572
758,1507,1,Bellingwedde,1,-1,-1,10340,Bellingwedde,01.09.1968,heden,7,NA,1009,1012,Platl-Groningen,3,1,27346,56723, ,7,Bellingwedde,Bellingwedde,1,9,1968,NA,NA,2007,NA,NA,NA,Oost-Groningen,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,1508,1,Bellingwolde,1,1811,1942,10340,Bellingwolde,oudsher,01.09.1968,1019,7,1007,1012,Platl-Groningen,3,1,27346,56723, ,1019,Bellingwolde,Bellingwolde,NA,NA,0,1,9,1968,0,0,5300,Oost-Groningen,yes,25,10,9,0,0,4713,36,0,73,8,30,0,0,139,257,4852,4904,257,5043,5300,4.849056604,0.874497367,0.125502633,0.951509434,0.004957367,0.001982947,0.001784652,0,0,0.93456276,0.007138608,0,0.014475511,0.001586357,0.00594884,0,0,0.027562959,0.050961729,0.874497
760,1512,1,Bourtange,1,1811,1821,10332,Bourtange,oudsher,1-1-1822,NA,NA,1903,NA,Oost-Groningen,NA,NA,0,0,"VOLGENS DE INVENTARIS VAN DE BURG. STAND OPGEHEVEN IN 1821, VOLGENS BEEKING IN 1825",9901,Bourtange,Bourtange,NA,NA,0,1,1,1821,NA,NA,NA,Oost-Groningen,yes,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,1517,1,Finsterwolde,1,1812,1942,10212,Finsterwolde,oudsher,01.01.1990,13,13,1015,1021,Midden-Groningen,3,1,27047,58084, ,13,Finsterwolde,Finsterwolde,NA,NA,0,1,1,1989,0,0,2923,Oost-Groningen,yes,23,3,4,0,0,2819,12,0,0,1,4,0,0,40,17,2859,2890,17,2906,2923,0.581594252,0.941294301,0.058705699,0.994184057,0.007914659,0.001032347,0.001376462,0,0,0.970061941,0.004129387,0,0,0.000344116,0.001376462,0,0,0.013764625,0.005849966,0.941294
762,1543,1,Meeden,1,1812,1942,10304,Meeden,oudsher,01.01.1990,26,26,1031,1006,Midden-Groningen,3,1,25853,57326, ,26,Meeden,Meeden,NA,NA,0,1,1,1989,0,0,1748,Oost-Groningen,yes,0,8,1,0,0,1263,0,0,5,0,5,0,0,443,23,1706,1715,23,1725,1748,1.315789474,0.602069481,0.397930519,0.986842105,0,0.004637681,0.00057971,0,0,0.732173913,0,0,0.002898551,0,0.002898551,0,0,0.256811594,0.013333333,0.602069
